scenario,outcome,stat,year,value
scenario_offer-75.0_accept-75.0,hiud,upper,2005,0.0034452296819787983
scenario_offer-75.0_accept-75.0,hiud,upper,2006,0.003293918918918919
scenario_offer-75.0_accept-75.0,hiud,upper,2007,0.0032072368421052627
scenario_offer-75.0_accept-75.0,hiud,upper,2008,0.0032250334947954242
scenario_offer-75.0_accept-75.0,hiud,upper,2009,0.003134066083841196
scenario_offer-75.0_accept-75.0,hiud,upper,2010,0.005930482721527497
scenario_offer-75.0_accept-75.0,hiud,upper,2011,0.005628869338546758
scenario_offer-75.0_accept-75.0,hiud,upper,2012,0.005709932726553225
scenario_offer-75.0_accept-75.0,hiud,upper,2013,0.008509127176015473
scenario_offer-75.0_accept-75.0,hiud,upper,2014,0.008278523195650266
scenario_offer-75.0_accept-75.0,hiud,upper,2015,0.008100481125092525
scenario_offer-75.0_accept-75.0,hiud,upper,2016,0.00536981272172263
scenario_offer-75.0_accept-75.0,hiud,upper,2017,0.007461375370541235
scenario_offer-75.0_accept-75.0,hiud,upper,2018,0.004855093410080622
scenario_offer-75.0_accept-75.0,hiud,upper,2019,0.009574229861405313
scenario_offer-75.0_accept-75.0,hiud,upper,2020,0.004749228395061728
scenario_offer-75.0_accept-75.0,hiud,upper,2021,0.007075215739816906
scenario_offer-75.0_accept-75.0,hiud,upper,2022,0.011696269930160144
scenario_offer-75.0_accept-75.0,hiud,upper,2023,0.009151884700665188
scenario_offer-75.0_accept-75.0,hiud,upper,2024,0.011484118291347208
scenario_offer-75.0_accept-75.0,hiud,upper,2025,0.013724843470483005
scenario_offer-75.0_accept-75.0,hiud,upper,2026,0.01817403896787783
scenario_offer-75.0_accept-75.0,hiud,upper,2027,0.01151409609477841
scenario_offer-75.0_accept-75.0,hiud,upper,2028,0.00697593669250646
scenario_offer-75.0_accept-75.0,hiud,upper,2029,0.009195402298850575
scenario_offer-75.0_accept-75.0,hiud,upper,2030,0.0090758925173175
scenario_offer-75.0_accept-75.0,hiud,upper,2031,0.011246212121212122
scenario_offer-75.0_accept-75.0,hiud,upper,2032,0.008837191765326899
scenario_offer-75.0_accept-75.0,pill,mean,2000,0.0
scenario_offer-75.0_accept-75.0,pill,mean,2001,0.006072874493927126
scenario_offer-75.0_accept-75.0,pill,mean,2002,0.013960040983606557
scenario_offer-75.0_accept-75.0,pill,mean,2003,0.013154814164471758
scenario_offer-75.0_accept-75.0,pill,mean,2004,0.003676470588235294
scenario_offer-75.0_accept-75.0,pill,mean,2005,0.009130583829966774
scenario_offer-75.0_accept-75.0,pill,mean,2006,0.015590679018240856
scenario_offer-75.0_accept-75.0,pill,mean,2007,0.00497297536771221
scenario_offer-75.0_accept-75.0,pill,mean,2008,0.004807791404720189
scenario_offer-75.0_accept-75.0,pill,mean,2009,0.007836990595611285
scenario_offer-75.0_accept-75.0,pill,mean,2010,0.007480614943301511
scenario_offer-75.0_accept-75.0,pill,mean,2011,0.008672331252976416
scenario_offer-75.0_accept-75.0,pill,mean,2012,0.007055797388207361
scenario_offer-75.0_accept-75.0,pill,mean,2013,0.005500483558994197
scenario_offer-75.0_accept-75.0,pill,mean,2014,0.006789149054342424
scenario_offer-75.0_accept-75.0,pill,mean,2015,0.00922393668507658
scenario_offer-75.0_accept-75.0,pill,mean,2016,0.018360008800154003
scenario_offer-75.0_accept-75.0,pill,mean,2017,0.010286813639843734
scenario_offer-75.0_accept-75.0,pill,mean,2018,0.008750322049554785
scenario_offer-75.0_accept-75.0,pill,mean,2019,0.008600133147733462
scenario_offer-75.0_accept-75.0,pill,mean,2020,0.01331908831908832
scenario_offer-75.0_accept-75.0,pill,mean,2021,0.009679847362985525
scenario_offer-75.0_accept-75.0,pill,mean,2022,0.021796367858420363
scenario_offer-75.0_accept-75.0,pill,mean,2023,0.022684632440730004
scenario_offer-75.0_accept-75.0,pill,mean,2024,0.01177296598983346
scenario_offer-75.0_accept-75.0,pill,mean,2025,0.011901833631484794
scenario_offer-75.0_accept-75.0,pill,mean,2026,0.011766061084781464
scenario_offer-75.0_accept-75.0,pill,mean,2027,0.0128565160157964
scenario_offer-75.0_accept-75.0,pill,mean,2028,0.018561584840654607
scenario_offer-75.0_accept-75.0,pill,mean,2029,0.010344827586206896
scenario_offer-75.0_accept-75.0,pill,mean,2030,0.012369642993072999
scenario_offer-75.0_accept-75.0,pill,mean,2031,0.01457070707070707
scenario_offer-75.0_accept-75.0,pill,mean,2032,0.012344468742930399
scenario_offer-75.0_accept-75.0,pill,lower,2000,0.0
scenario_offer-75.0_accept-75.0,pill,lower,2001,0.0003036437246963563
scenario_offer-75.0_accept-75.0,pill,lower,2002,0.012378329918032787
scenario_offer-75.0_accept-75.0,pill,lower,2003,0.004383230904302019
scenario_offer-75.0_accept-75.0,pill,lower,2004,0.0001838235294117647
scenario_offer-75.0_accept-75.0,pill,lower,2005,0.0071703101102262535
scenario_offer-75.0_accept-75.0,pill,lower,2006,0.013617371788749881
scenario_offer-75.0_accept-75.0,pill,lower,2007,0.003447301967038809
scenario_offer-75.0_accept-75.0,pill,lower,2008,0.0033049056992682678
scenario_offer-75.0_accept-75.0,pill,lower,2009,0.00039184952978056425
scenario_offer-75.0_accept-75.0,pill,lower,2010,0.006079736452870781
scenario_offer-75.0_accept-75.0,pill,lower,2011,0.008553274682306941
scenario_offer-75.0_accept-75.0,pill,lower,2012,0.00561594776414721
scenario_offer-75.0_accept-75.0,pill,lower,2013,0.005328215667311412
scenario_offer-75.0_accept-75.0,pill,lower,2014,0.005365912479172148
scenario_offer-75.0_accept-75.0,pill,lower,2015,0.005680977054034049
scenario_offer-75.0_accept-75.0,pill,lower,2016,0.017925673074278798
scenario_offer-75.0_accept-75.0,pill,lower,2017,0.007657197824849329
scenario_offer-75.0_accept-75.0,pill,lower,2018,0.007726518660022497
scenario_offer-75.0_accept-75.0,pill,lower,2019,0.007501966955153422
scenario_offer-75.0_accept-75.0,pill,lower,2020,0.0077029914529914536
scenario_offer-75.0_accept-75.0,pill,lower,2021,0.007318524742249996
scenario_offer-75.0_accept-75.0,pill,lower,2022,0.0214955463165487
scenario_offer-75.0_accept-75.0,pill,lower,2023,0.02106430155210643
scenario_offer-75.0_accept-75.0,pill,lower,2024,0.007456118179009746
scenario_offer-75.0_accept-75.0,pill,lower,2025,0.007222998658318425
scenario_offer-75.0_accept-75.0,pill,lower,2026,0.007185525276461295
scenario_offer-75.0_accept-75.0,pill,lower,2027,0.009605089951733215
scenario_offer-75.0_accept-75.0,pill,lower,2028,0.018520671834625323
scenario_offer-75.0_accept-75.0,pill,lower,2029,0.00925287356321839
scenario_offer-75.0_accept-75.0,pill,lower,2030,0.011538022379538708
scenario_offer-75.0_accept-75.0,pill,lower,2031,0.0115239898989899
scenario_offer-75.0_accept-75.0,pill,lower,2032,0.006993062363321016
scenario_offer-75.0_accept-75.0,pill,upper,2000,0.0
scenario_offer-75.0_accept-75.0,pill,upper,2001,0.011842105263157895
scenario_offer-75.0_accept-75.0,pill,upper,2002,0.015541752049180327
scenario_offer-75.0_accept-75.0,pill,upper,2003,0.021926397424641496
scenario_offer-75.0_accept-75.0,pill,upper,2004,0.007169117647058823
scenario_offer-75.0_accept-75.0,pill,upper,2005,0.011090857549707293
scenario_offer-75.0_accept-75.0,pill,upper,2006,0.017563986247731832
scenario_offer-75.0_accept-75.0,pill,upper,2007,0.0064986487683856104
scenario_offer-75.0_accept-75.0,pill,upper,2008,0.006310677110172112
scenario_offer-75.0_accept-75.0,pill,upper,2009,0.015282131661442004
scenario_offer-75.0_accept-75.0,pill,upper,2010,0.00888149343373224
scenario_offer-75.0_accept-75.0,pill,upper,2011,0.008791387823645889
scenario_offer-75.0_accept-75.0,pill,upper,2012,0.008495647012267512
scenario_offer-75.0_accept-75.0,pill,upper,2013,0.005672751450676983
scenario_offer-75.0_accept-75.0,pill,upper,2014,0.008212385629512702
scenario_offer-75.0_accept-75.0,pill,upper,2015,0.012766896316119113
scenario_offer-75.0_accept-75.0,pill,upper,2016,0.018794344526029207
scenario_offer-75.0_accept-75.0,pill,upper,2017,0.01291642945483814
scenario_offer-75.0_accept-75.0,pill,upper,2018,0.009774125439087076
scenario_offer-75.0_accept-75.0,pill,upper,2019,0.009698299340313502
scenario_offer-75.0_accept-75.0,pill,upper,2020,0.018935185185185187
scenario_offer-75.0_accept-75.0,pill,upper,2021,0.012041169983721053
scenario_offer-75.0_accept-75.0,pill,upper,2022,0.022097189400292025
scenario_offer-75.0_accept-75.0,pill,upper,2023,0.024304963329353575
scenario_offer-75.0_accept-75.0,pill,upper,2024,0.016089813800657174
scenario_offer-75.0_accept-75.0,pill,upper,2025,0.016580668604651162
scenario_offer-75.0_accept-75.0,pill,upper,2026,0.016346596893101632
scenario_offer-75.0_accept-75.0,pill,upper,2027,0.016107942079859588
scenario_offer-75.0_accept-75.0,pill,upper,2028,0.018602497846683892
scenario_offer-75.0_accept-75.0,pill,upper,2029,0.011436781609195402
scenario_offer-75.0_accept-75.0,pill,upper,2030,0.013201263606607292
scenario_offer-75.0_accept-75.0,pill,upper,2031,0.017617424242424243
scenario_offer-75.0_accept-75.0,pill,upper,2032,0.01769587512253978
scenario_offer-75.0_accept-75.0,hmb,mean,2000,0.4677469135802469
scenario_offer-75.0_accept-75.0,hmb,mean,2001,0.44005940134067834
scenario_offer-75.0_accept-75.0,hmb,mean,2002,0.4144787397540983
scenario_offer-75.0_accept-75.0,hmb,mean,2003,0.3812554872695347
scenario_offer-75.0_accept-75.0,hmb,mean,2004,0.34681603773584907
scenario_offer-75.0_accept-75.0,hmb,mean,2005,0.3347792837930489
scenario_offer-75.0_accept-75.0,hmb,mean,2006,0.31488157769076497
scenario_offer-75.0_accept-75.0,hmb,mean,2007,0.3147705121389332
scenario_offer-75.0_accept-75.0,hmb,mean,2008,0.29541378954962383
scenario_offer-75.0_accept-75.0,hmb,mean,2009,0.2871015790805896
scenario_offer-75.0_accept-75.0,hmb,mean,2010,0.27997400385460086
scenario_offer-75.0_accept-75.0,hmb,mean,2011,0.270517415678706
scenario_offer-75.0_accept-75.0,hmb,mean,2012,0.2730510486743174
scenario_offer-75.0_accept-75.0,hmb,mean,2013,0.27493351063829785
scenario_offer-75.0_accept-75.0,hmb,mean,2014,0.27736122073138647
scenario_offer-75.0_accept-75.0,hmb,mean,2015,0.28177133747081934
scenario_offer-75.0_accept-75.0,hmb,mean,2016,0.28077647608833156
scenario_offer-75.0_accept-75.0,hmb,mean,2017,0.26755858314192793
scenario_offer-75.0_accept-75.0,hmb,mean,2018,0.27216486423647546
scenario_offer-75.0_accept-75.0,hmb,mean,2019,0.25834291593536285
scenario_offer-75.0_accept-75.0,hmb,mean,2020,0.25953525641025643
scenario_offer-75.0_accept-75.0,hmb,mean,2021,0.26328134572633866
scenario_offer-75.0_accept-75.0,hmb,mean,2022,0.2543613259603713
scenario_offer-75.0_accept-75.0,hmb,mean,2023,0.2505884359542896
scenario_offer-75.0_accept-75.0,hmb,mean,2024,0.22879489987923723
scenario_offer-75.0_accept-75.0,hmb,mean,2025,0.2259671288014311
scenario_offer-75.0_accept-75.0,hmb,mean,2026,0.22612230121116378
scenario_offer-75.0_accept-75.0,hmb,mean,2027,0.21206121105748135
scenario_offer-75.0_accept-75.0,hmb,mean,2028,0.21928832902670112
scenario_offer-75.0_accept-75.0,hmb,mean,2029,0.2252873563218391
scenario_offer-75.0_accept-75.0,hmb,mean,2030,0.2115703737535206
scenario_offer-75.0_accept-75.0,hmb,mean,2031,0.2123232323232323
scenario_offer-75.0_accept-75.0,hmb,mean,2032,0.21862855993766184
scenario_offer-75.0_accept-75.0,hmb,lower,2000,0.44297067901234566
scenario_offer-75.0_accept-75.0,hmb,lower,2001,0.4181568162208801
scenario_offer-75.0_accept-75.0,hmb,lower,2002,0.3955286244877049
scenario_offer-75.0_accept-75.0,hmb,lower,2003,0.35227172958735736
scenario_offer-75.0_accept-75.0,hmb,lower,2004,0.31421580188679243
scenario_offer-75.0_accept-75.0,hmb,lower,2005,0.3054315436949528
scenario_offer-75.0_accept-75.0,hmb,lower,2006,0.2917575923980517
scenario_offer-75.0_accept-75.0,hmb,lower,2007,0.2907385256069467
scenario_offer-75.0_accept-75.0,hmb,lower,2008,0.28186334123466966
scenario_offer-75.0_accept-75.0,hmb,lower,2009,0.2769327187055823
scenario_offer-75.0_accept-75.0,hmb,lower,2010,0.269222580789745
scenario_offer-75.0_accept-75.0,hmb,lower,2011,0.2517025089605735
scenario_offer-75.0_accept-75.0,hmb,lower,2012,0.26102097348634745
scenario_offer-75.0_accept-75.0,hmb,lower,2013,0.26893284574468085
scenario_offer-75.0_accept-75.0,hmb,lower,2014,0.26267758484609316
scenario_offer-75.0_accept-75.0,hmb,lower,2015,0.2675859761999658
scenario_offer-75.0_accept-75.0,hmb,lower,2016,0.2691539133184831
scenario_offer-75.0_accept-75.0,hmb,lower,2017,0.25385411963328686
scenario_offer-75.0_accept-75.0,hmb,lower,2018,0.2610283906319712
scenario_offer-75.0_accept-75.0,hmb,lower,2019,0.2538927555528657
scenario_offer-75.0_accept-75.0,hmb,lower,2020,0.25276041666666665
scenario_offer-75.0_accept-75.0,hmb,lower,2021,0.2627991037826673
scenario_offer-75.0_accept-75.0,hmb,lower,2022,0.2462502858684243
scenario_offer-75.0_accept-75.0,hmb,lower,2023,0.23840354767184035
scenario_offer-75.0_accept-75.0,hmb,lower,2024,0.22181270536692224
scenario_offer-75.0_accept-75.0,hmb,lower,2025,0.21455417039355992
scenario_offer-75.0_accept-75.0,hmb,lower,2026,0.2158200039494471
scenario_offer-75.0_accept-75.0,hmb,lower,2027,0.19618445590171127
scenario_offer-75.0_accept-75.0,hmb,lower,2028,0.20668200904392764
scenario_offer-75.0_accept-75.0,hmb,lower,2029,0.21436781609195404
scenario_offer-75.0_accept-75.0,hmb,lower,2030,0.20494633477963006
scenario_offer-75.0_accept-75.0,hmb,lower,2031,0.20925252525252525
scenario_offer-75.0_accept-75.0,hmb,lower,2032,0.21070771435035066
scenario_offer-75.0_accept-75.0,hmb,upper,2000,0.4925231481481481
scenario_offer-75.0_accept-75.0,hmb,upper,2001,0.46196198646047654
scenario_offer-75.0_accept-75.0,hmb,upper,2002,0.4334288550204918
scenario_offer-75.0_accept-75.0,hmb,upper,2003,0.410239244951712
scenario_offer-75.0_accept-75.0,hmb,upper,2004,0.3794162735849057
scenario_offer-75.0_accept-75.0,hmb,upper,2005,0.364127023891145
scenario_offer-75.0_accept-75.0,hmb,upper,2006,0.3380055629834782
scenario_offer-75.0_accept-75.0,hmb,upper,2007,0.3388024986709197
scenario_offer-75.0_accept-75.0,hmb,upper,2008,0.308964237864578
scenario_offer-75.0_accept-75.0,hmb,upper,2009,0.2972704394555969
scenario_offer-75.0_accept-75.0,hmb,upper,2010,0.29072542691945674
scenario_offer-75.0_accept-75.0,hmb,upper,2011,0.28933232239683854
scenario_offer-75.0_accept-75.0,hmb,upper,2012,0.2850811238622873
scenario_offer-75.0_accept-75.0,hmb,upper,2013,0.2809341755319149
scenario_offer-75.0_accept-75.0,hmb,upper,2014,0.2920448566166798
scenario_offer-75.0_accept-75.0,hmb,upper,2015,0.29595669874167285
scenario_offer-75.0_accept-75.0,hmb,upper,2016,0.29239903885818
scenario_offer-75.0_accept-75.0,hmb,upper,2017,0.281263046650569
scenario_offer-75.0_accept-75.0,hmb,upper,2018,0.28330133784097977
scenario_offer-75.0_accept-75.0,hmb,upper,2019,0.2627930763178599
scenario_offer-75.0_accept-75.0,hmb,upper,2020,0.26631009615384615
scenario_offer-75.0_accept-75.0,hmb,upper,2021,0.26376358767001
scenario_offer-75.0_accept-75.0,hmb,upper,2022,0.26247236605231833
scenario_offer-75.0_accept-75.0,hmb,upper,2023,0.2627733242367389
scenario_offer-75.0_accept-75.0,hmb,upper,2024,0.2357770943915522
scenario_offer-75.0_accept-75.0,hmb,upper,2025,0.23738008720930232
scenario_offer-75.0_accept-75.0,hmb,upper,2026,0.23642459847288047
scenario_offer-75.0_accept-75.0,hmb,upper,2027,0.22793796621325144
scenario_offer-75.0_accept-75.0,hmb,upper,2028,0.2318946490094746
scenario_offer-75.0_accept-75.0,hmb,upper,2029,0.23620689655172414
scenario_offer-75.0_accept-75.0,hmb,upper,2030,0.21819441272741114
scenario_offer-75.0_accept-75.0,hmb,upper,2031,0.2153939393939394
scenario_offer-75.0_accept-75.0,hmb,upper,2032,0.226549405524973
scenario_offer-75.0_accept-75.0,poor_mh,mean,2000,0.39549897119341565
scenario_offer-75.0_accept-75.0,poor_mh,mean,2001,0.39487787880799097
scenario_offer-75.0_accept-75.0,poor_mh,mean,2002,0.3977010758196721
scenario_offer-75.0_accept-75.0,poor_mh,mean,2003,0.4111062335381914
scenario_offer-75.0_accept-75.0,poor_mh,mean,2004,0.4041897891231965
scenario_offer-75.0_accept-75.0,poor_mh,mean,2005,0.42803649596540266
scenario_offer-75.0_accept-75.0,poor_mh,mean,2006,0.4209304268933244
scenario_offer-75.0_accept-75.0,poor_mh,mean,2007,0.43102627148679784
scenario_offer-75.0_accept-75.0,poor_mh,mean,2008,0.3852107595588993
scenario_offer-75.0_accept-75.0,poor_mh,mean,2009,0.3946533226893047
scenario_offer-75.0_accept-75.0,poor_mh,mean,2010,0.4042848818968222
scenario_offer-75.0_accept-75.0,poor_mh,mean,2011,0.39440308795147505
scenario_offer-75.0_accept-75.0,poor_mh,mean,2012,0.3894024535021765
scenario_offer-75.0_accept-75.0,poor_mh,mean,2013,0.41039047388781436
scenario_offer-75.0_accept-75.0,poor_mh,mean,2014,0.39892279809406883
scenario_offer-75.0_accept-75.0,poor_mh,mean,2015,0.3730285258782668
scenario_offer-75.0_accept-75.0,poor_mh,mean,2016,0.3817238676676842
scenario_offer-75.0_accept-75.0,poor_mh,mean,2017,0.39632370744092604
scenario_offer-75.0_accept-75.0,poor_mh,mean,2018,0.4261862420430195
scenario_offer-75.0_accept-75.0,poor_mh,mean,2019,0.39716455849422017
scenario_offer-75.0_accept-75.0,poor_mh,mean,2020,0.4200498575498576
scenario_offer-75.0_accept-75.0,poor_mh,mean,2021,0.388559225612211
scenario_offer-75.0_accept-75.0,poor_mh,mean,2022,0.4097799252930518
scenario_offer-75.0_accept-75.0,poor_mh,mean,2023,0.3884871226334641
scenario_offer-75.0_accept-75.0,poor_mh,mean,2024,0.40038756424298594
scenario_offer-75.0_accept-75.0,poor_mh,mean,2025,0.37463103756708405
scenario_offer-75.0_accept-75.0,poor_mh,mean,2026,0.3898872213445673
scenario_offer-75.0_accept-75.0,poor_mh,mean,2027,0.3935607722685388
scenario_offer-75.0_accept-75.0,poor_mh,mean,2028,0.38985249784668385
scenario_offer-75.0_accept-75.0,poor_mh,mean,2029,0.3988505747126437
scenario_offer-75.0_accept-75.0,poor_mh,mean,2030,0.39894953185658827
scenario_offer-75.0_accept-75.0,poor_mh,mean,2031,0.3753282828282828
scenario_offer-75.0_accept-75.0,poor_mh,mean,2032,0.38002915818314353
scenario_offer-75.0_accept-75.0,poor_mh,lower,2000,0.3872646604938272
scenario_offer-75.0_accept-75.0,poor_mh,lower,2001,0.35847340213712087
scenario_offer-75.0_accept-75.0,poor_mh,lower,2002,0.38586866034836065
scenario_offer-75.0_accept-75.0,poor_mh,lower,2003,0.41048068481123795
scenario_offer-75.0_accept-75.0,poor_mh,lower,2004,0.39741537180910097
scenario_offer-75.0_accept-75.0,poor_mh,lower,2005,0.41841675017140445
scenario_offer-75.0_accept-75.0,poor_mh,lower,2006,0.40037514325279344
scenario_offer-75.0_accept-75.0,poor_mh,lower,2007,0.4246763135743399
scenario_offer-75.0_accept-75.0,poor_mh,lower,2008,0.3808734412037514
scenario_offer-75.0_accept-75.0,poor_mh,lower,2009,0.38603360657333674
scenario_offer-75.0_accept-75.0,poor_mh,lower,2010,0.37469185603513966
scenario_offer-75.0_accept-75.0,poor_mh,lower,2011,0.3874620898814447
scenario_offer-75.0_accept-75.0,poor_mh,lower,2012,0.37775583696082315
scenario_offer-75.0_accept-75.0,poor_mh,lower,2013,0.40105929642166344
scenario_offer-75.0_accept-75.0,poor_mh,lower,2014,0.38687735683592034
scenario_offer-75.0_accept-75.0,poor_mh,lower,2015,0.3631569207994078
scenario_offer-75.0_accept-75.0,poor_mh,lower,2016,0.36895831614553254
scenario_offer-75.0_accept-75.0,poor_mh,lower,2017,0.3918788485574249
scenario_offer-75.0_accept-75.0,poor_mh,lower,2018,0.4204493612422001
scenario_offer-75.0_accept-75.0,poor_mh,lower,2019,0.3828855232100708
scenario_offer-75.0_accept-75.0,poor_mh,lower,2020,0.4080395299145299
scenario_offer-75.0_accept-75.0,poor_mh,lower,2021,0.34534037003973467
scenario_offer-75.0_accept-75.0,poor_mh,lower,2022,0.37192097717157385
scenario_offer-75.0_accept-75.0,poor_mh,lower,2023,0.38552191710728295
scenario_offer-75.0_accept-75.0,poor_mh,lower,2024,0.3954410649591372
scenario_offer-75.0_accept-75.0,poor_mh,lower,2025,0.3704142441860465
scenario_offer-75.0_accept-75.0,poor_mh,lower,2026,0.3864374890293137
scenario_offer-75.0_accept-75.0,poor_mh,lower,2027,0.37758501535761296
scenario_offer-75.0_accept-75.0,poor_mh,lower,2028,0.3647472545219638
scenario_offer-75.0_accept-75.0,poor_mh,lower,2029,0.3802873563218391
scenario_offer-75.0_accept-75.0,poor_mh,lower,2030,0.38484813884448504
scenario_offer-75.0_accept-75.0,poor_mh,lower,2031,0.3713219696969697
scenario_offer-75.0_accept-75.0,poor_mh,lower,2032,0.3733834803810673
scenario_offer-75.0_accept-75.0,poor_mh,upper,2000,0.4037332818930041
scenario_offer-75.0_accept-75.0,poor_mh,upper,2001,0.43128235547886107
scenario_offer-75.0_accept-75.0,poor_mh,upper,2002,0.4095334912909836
scenario_offer-75.0_accept-75.0,poor_mh,upper,2003,0.41173178226514484
scenario_offer-75.0_accept-75.0,poor_mh,upper,2004,0.4109642064372919
scenario_offer-75.0_accept-75.0,poor_mh,upper,2005,0.4376562417594009
scenario_offer-75.0_accept-75.0,poor_mh,upper,2006,0.4414857105338554
scenario_offer-75.0_accept-75.0,poor_mh,upper,2007,0.43737622939925574
scenario_offer-75.0_accept-75.0,poor_mh,upper,2008,0.3895480779140472
scenario_offer-75.0_accept-75.0,poor_mh,upper,2009,0.40327303880527265
scenario_offer-75.0_accept-75.0,poor_mh,upper,2010,0.43387790775850477
scenario_offer-75.0_accept-75.0,poor_mh,upper,2011,0.4013440860215054
scenario_offer-75.0_accept-75.0,poor_mh,upper,2012,0.40104907004352985
scenario_offer-75.0_accept-75.0,poor_mh,upper,2013,0.4197216513539652
scenario_offer-75.0_accept-75.0,poor_mh,upper,2014,0.41096823935221727
scenario_offer-75.0_accept-75.0,poor_mh,upper,2015,0.3829001309571258
scenario_offer-75.0_accept-75.0,poor_mh,upper,2016,0.3944894191898358
scenario_offer-75.0_accept-75.0,poor_mh,upper,2017,0.40076856632442726
scenario_offer-75.0_accept-75.0,poor_mh,upper,2018,0.43192312284383894
scenario_offer-75.0_accept-75.0,poor_mh,upper,2019,0.41144359377836953
scenario_offer-75.0_accept-75.0,poor_mh,upper,2020,0.4320601851851852
scenario_offer-75.0_accept-75.0,poor_mh,upper,2021,0.4317780811846873
scenario_offer-75.0_accept-75.0,poor_mh,upper,2022,0.44763887341452974
scenario_offer-75.0_accept-75.0,poor_mh,upper,2023,0.39145232815964526
scenario_offer-75.0_accept-75.0,poor_mh,upper,2024,0.4053340635268346
scenario_offer-75.0_accept-75.0,poor_mh,upper,2025,0.37884783094812163
scenario_offer-75.0_accept-75.0,poor_mh,upper,2026,0.39333695365982096
scenario_offer-75.0_accept-75.0,poor_mh,upper,2027,0.4095365291794647
scenario_offer-75.0_accept-75.0,poor_mh,upper,2028,0.41495774117140394
scenario_offer-75.0_accept-75.0,poor_mh,upper,2029,0.4174137931034483
scenario_offer-75.0_accept-75.0,poor_mh,upper,2030,0.4130509248686915
scenario_offer-75.0_accept-75.0,poor_mh,upper,2031,0.37933459595959595
scenario_offer-75.0_accept-75.0,poor_mh,upper,2032,0.38667483598521984
scenario_offer-75.0_accept-75.0,anemic,mean,2000,0.2650977366255144
scenario_offer-75.0_accept-75.0,anemic,mean,2001,0.22803975575761598
scenario_offer-75.0_accept-75.0,anemic,mean,2002,0.24266777663934427
scenario_offer-75.0_accept-75.0,anemic,mean,2003,0.22399034240561896
scenario_offer-75.0_accept-75.0,anemic,mean,2004,0.23491953385127634
scenario_offer-75.0_accept-75.0,anemic,mean,2005,0.21647724276145774
scenario_offer-75.0_accept-75.0,anemic,mean,2006,0.2595084041638812
scenario_offer-75.0_accept-75.0,anemic,mean,2007,0.20455099237993973
scenario_offer-75.0_accept-75.0,anemic,mean,2008,0.23919406369164176
scenario_offer-75.0_accept-75.0,anemic,mean,2009,0.2544052649000175
scenario_offer-75.0_accept-75.0,anemic,mean,2010,0.23352606337680964
scenario_offer-75.0_accept-75.0,anemic,mean,2011,0.22388901421159485
scenario_offer-75.0_accept-75.0,anemic,mean,2012,0.2107597942223981
scenario_offer-75.0_accept-75.0,anemic,mean,2013,0.2564676015473888
scenario_offer-75.0_accept-75.0,anemic,mean,2014,0.2169969890964366
scenario_offer-75.0_accept-75.0,anemic,mean,2015,0.24189346922507543
scenario_offer-75.0_accept-75.0,anemic,mean,2016,0.24641806231609054
scenario_offer-75.0_accept-75.0,anemic,mean,2017,0.23053717845527655
scenario_offer-75.0_accept-75.0,anemic,mean,2018,0.2331764454526603
scenario_offer-75.0_accept-75.0,anemic,mean,2019,0.2286509713732373
scenario_offer-75.0_accept-75.0,anemic,mean,2020,0.20316951566951566
scenario_offer-75.0_accept-75.0,anemic,mean,2021,0.23686744035428592
scenario_offer-75.0_accept-75.0,anemic,mean,2022,0.20708308655802687
scenario_offer-75.0_accept-75.0,anemic,mean,2023,0.2513218488828245
scenario_offer-75.0_accept-75.0,anemic,mean,2024,0.20734406156092905
scenario_offer-75.0_accept-75.0,anemic,mean,2025,0.23282647584973165
scenario_offer-75.0_accept-75.0,anemic,mean,2026,0.23066965069334738
scenario_offer-75.0_accept-75.0,anemic,mean,2027,0.21812198332602017
scenario_offer-75.0_accept-75.0,anemic,mean,2028,0.2285099052540913
scenario_offer-75.0_accept-75.0,anemic,mean,2029,0.22873563218390805
scenario_offer-75.0_accept-75.0,anemic,mean,2030,0.24086168836111746
scenario_offer-75.0_accept-75.0,anemic,mean,2031,0.22148989898989901
scenario_offer-75.0_accept-75.0,anemic,mean,2032,0.19060905411859336
scenario_offer-75.0_accept-75.0,anemic,lower,2000,0.2517322530864198
scenario_offer-75.0_accept-75.0,anemic,lower,2001,0.21775444680427422
scenario_offer-75.0_accept-75.0,anemic,lower,2002,0.2162349513319672
scenario_offer-75.0_accept-75.0,anemic,lower,2003,0.2132517559262511
scenario_offer-75.0_accept-75.0,anemic,lower,2004,0.2143195061043285
scenario_offer-75.0_accept-75.0,anemic,lower,2005,0.19880972786245452
scenario_offer-75.0_accept-75.0,anemic,lower,2006,0.24084704182981567
scenario_offer-75.0_accept-75.0,anemic,lower,2007,0.1957494351408825
scenario_offer-75.0_accept-75.0,anemic,lower,2008,0.23352519839224983
scenario_offer-75.0_accept-75.0,anemic,lower,2009,0.2310432446114605
scenario_offer-75.0_accept-75.0,anemic,lower,2010,0.23134597283851016
scenario_offer-75.0_accept-75.0,anemic,lower,2011,0.21735280848184074
scenario_offer-75.0_accept-75.0,anemic,lower,2012,0.1978237039968342
scenario_offer-75.0_accept-75.0,anemic,lower,2013,0.24492565280464218
scenario_offer-75.0_accept-75.0,anemic,lower,2014,0.1919271975211202
scenario_offer-75.0_accept-75.0,anemic,lower,2015,0.22375270454933666
scenario_offer-75.0_accept-75.0,anemic,lower,2016,0.24556898495723675
